case:concept:name,concept:name,time:timestamp
Case 657,Assign seriousness,2012-02-23 10:31:43
Case 657,Take in charge ticket,2012-02-23 13:41:39
Case 657,Resolve ticket,2012-02-23 14:58:27
Case 2335,Assign seriousness,2013-05-08 11:02:40
Case 2335,Take in charge ticket,2013-05-24 07:33:44
Case 2335,Wait,2013-05-24 07:46:57
Case 2335,Resolve ticket,2013-05-24 08:37:52
Case 1427,Assign seriousness,2012-05-07 12:19:32
Case 1427,Take in charge ticket,2012-05-07 12:19:42
Case 1427,Resolve ticket,2012-05-14 15:09:07
Case 2020,Assign seriousness,2010-04-20 14:27:40
Case 2020,Take in charge ticket,2010-04-26 09:28:33
Case 2020,Resolve ticket,2010-04-26 09:28:39
Case 953,Assign seriousness,2010-03-11 11:21:24
Case 953,Take in charge ticket,2010-03-11 11:21:40
Case 953,Resolve ticket,2010-03-11 11:21:45
Case 2981,Assign seriousness,2013-10-03 09:29:21
Case 2981,Assign seriousness,2013-10-03 09:29:36
Case 2981,Take in charge ticket,2013-10-03 09:29:46
Case 2981,Require upgrade,2013-10-03 09:54:25
Case 2981,Require upgrade,2013-10-14 08:31:13
Case 2981,Resolve ticket,2013-10-29 14:06:18
Case 1710,Assign seriousness,2011-11-28 09:10:22
Case 1710,Take in charge ticket,2011-11-28 09:11:14
Case 1710,Resolve ticket,2011-11-28 09:39:36
Case 41,Assign seriousness,2010-12-14 10:44:26
Case 41,Take in charge ticket,2010-12-14 10:44:57
Case 41,Resolve ticket,2010-12-14 10:45:12
Case 2592,Assign seriousness,2012-07-26 15:31:51
Case 2592,Take in charge ticket,2012-07-26 15:32:02
Case 2592,Resolve ticket,2012-07-27 10:22:35
Case 2373,Assign seriousness,2011-02-14 11:31:16
Case 2373,Assign seriousness,2011-02-14 11:33:58
Case 2373,Take in charge ticket,2011-02-14 11:37:05
Case 2373,Wait,2011-02-14 13:48:17
Case 2373,Take in charge ticket,2011-02-15 16:41:19
Case 2373,Resolve ticket,2011-02-15 16:41:26
Case 3025,Assign seriousness,2012-07-25 12:14:09
Case 3025,Take in charge ticket,2012-07-27 10:54:46
Case 3025,Resolve ticket,2012-08-03 14:26:19
Case 1067,Assign seriousness,2012-02-14 10:34:26
Case 1067,Take in charge ticket,2012-02-14 11:48:20
Case 1067,Resolve ticket,2012-02-16 11:40:57
Case 1738,Assign seriousness,2011-08-19 08:34:56
Case 1738,Resolve ticket,2011-08-22 08:43:24
Case 1231,Assign seriousness,2010-10-26 08:10:17
Case 1231,Take in charge ticket,2010-10-26 14:31:56
Case 1231,Resolve ticket,2010-10-26 14:32:05
Case 2481,Assign seriousness,2013-01-08 08:45:12
Case 2481,Take in charge ticket,2013-01-10 08:16:42
Case 2481,Require upgrade,2013-01-15 16:46:12
Case 2481,Resolve ticket,2013-02-15 14:14:49
Case 2096,Assign seriousness,2012-07-30 10:53:43
Case 2096,Take in charge ticket,2012-07-31 15:22:51
Case 2096,Resolve ticket,2012-08-09 10:48:24
Case 742,Assign seriousness,2011-11-16 10:53:41
Case 742,Resolve ticket,2011-11-17 15:43:26
Case 800,Assign seriousness,2010-03-15 08:06:20
Case 800,Take in charge ticket,2010-03-15 08:06:36
Case 800,Resolve ticket,2010-04-16 15:02:04
Case 459,Assign seriousness,2011-10-05 08:52:36
Case 459,Take in charge ticket,2011-10-18 09:24:51
Case 459,Resolve ticket,2011-10-18 15:36:27
Case 1677,Assign seriousness,2011-10-14 08:58:19
Case 1677,Take in charge ticket,2011-10-14 08:58:35
Case 1677,Resolve ticket,2011-10-14 14:13:40
Case 1829,Assign seriousness,2012-06-04 09:52:48
Case 1829,Take in charge ticket,2012-06-04 10:55:46
Case 1829,Resolve ticket,2012-06-04 14:40:41
Case 903,Insert ticket,2010-11-10 17:05:25
Case 903,Assign seriousness,2010-11-11 08:03:32
Case 903,Take in charge ticket,2010-11-15 10:39:09
Case 903,Resolve ticket,2010-11-15 10:40:28
Case 678,Assign seriousness,2011-06-14 07:42:12
Case 678,Take in charge ticket,2011-06-14 07:42:37
Case 678,Wait,2011-06-21 10:25:39
Case 678,Take in charge ticket,2011-07-20 08:46:01
Case 678,Resolve ticket,2011-07-20 09:06:53
Case 124,Assign seriousness,2012-06-07 15:31:32
Case 124,Take in charge ticket,2012-06-08 06:47:21
Case 124,Resolve ticket,2012-06-08 06:47:30
Case 466,Assign seriousness,2012-06-15 14:58:32
Case 466,Take in charge ticket,2012-06-15 15:35:08
Case 466,Resolve ticket,2012-06-18 10:34:55
Case 1802,Assign seriousness,2012-02-24 09:12:34
Case 1802,Take in charge ticket,2012-02-24 09:15:32
Case 1802,Resolve ticket,2012-02-27 16:27:15
Case 3012,Assign seriousness,2010-09-20 12:18:55
Case 3012,Take in charge ticket,2010-09-20 14:03:04
Case 3012,Wait,2010-09-21 07:29:14
Case 3012,Take in charge ticket,2010-10-01 10:21:04
Case 3012,Resolve ticket,2010-10-01 10:21:30
Case 98,Assign seriousness,2012-07-05 12:16:51
Case 98,Take in charge ticket,2012-07-05 12:20:39
Case 98,Resolve ticket,2012-07-09 13:21:24
Case 2308,Assign seriousness,2013-05-31 13:01:15
Case 2308,Take in charge ticket,2013-05-31 13:01:33
Case 2308,Wait,2013-06-21 08:50:17
Case 2308,Resolve ticket,2013-07-05 15:50:48
Case 826,Assign seriousness,2013-05-31 08:54:38
Case 826,Take in charge ticket,2013-06-14 15:09:56
Case 826,Wait,2013-06-17 07:09:53
Case 826,Resolve ticket,2013-06-26 08:28:05
Case 1807,Assign seriousness,2010-05-17 15:41:17
Case 1807,Take in charge ticket,2010-05-17 15:41:52
Case 1807,Resolve ticket,2010-05-17 15:42:42
Case 13,Assign seriousness,2012-12-17 09:47:49
Case 13,Take in charge ticket,2013-01-02 09:22:43
Case 13,Resolve ticket,2013-01-04 10:29:36
Case 312,Assign seriousness,2012-07-18 10:56:55
Case 312,Take in charge ticket,2012-07-18 13:29:20
Case 312,Resolve ticket,2012-07-19 07:10:42
Case 1167,Assign seriousness,2011-02-14 09:03:48
Case 1167,Take in charge ticket,2011-02-14 09:04:20
Case 1167,Wait,2011-02-15 16:14:19
Case 1167,Take in charge ticket,2011-03-14 09:31:02
Case 1167,Resolve ticket,2011-03-14 09:31:18
Case 1310,Assign seriousness,2010-12-15 08:56:44
Case 1310,Take in charge ticket,2010-12-15 08:57:29
Case 1310,Wait,2010-12-15 08:57:43
Case 1310,Take in charge ticket,2011-01-10 08:28:37
Case 1310,Resolve ticket,2011-01-10 08:28:52
Case 1596,Assign seriousness,2012-03-15 15:39:13
Case 1596,Take in charge ticket,2012-03-16 16:28:29
Case 1596,Resolve ticket,2012-03-19 13:26:56
Case 2873,Assign seriousness,2013-03-13 17:31:41
Case 2873,Take in charge ticket,2013-03-29 09:00:05
Case 2873,Wait,2013-03-29 09:23:36
Case 2873,Resolve ticket,2013-04-08 15:06:30
Case 2872,Assign seriousness,2010-09-28 15:45:44
Case 2872,Take in charge ticket,2010-09-28 15:46:02
Case 2872,Resolve ticket,2010-11-08 10:50:50
Case 2780,Assign seriousness,2011-11-21 15:36:29
Case 2780,Resolve ticket,2011-11-21 15:56:42
Case 1734,Assign seriousness,2011-01-31 14:05:05
Case 1734,Take in charge ticket,2011-02-09 11:29:12
Case 1734,Wait,2011-02-09 14:02:17
Case 1734,Take in charge ticket,2011-02-10 14:07:09
Case 1734,Resolve ticket,2011-02-10 14:07:15
Case 2642,Assign seriousness,2012-02-20 10:03:08
Case 2642,Resolve ticket,2012-02-20 10:32:31
Case 1871,Assign seriousness,2012-05-07 15:01:23
Case 1871,Take in charge ticket,2012-05-07 15:16:30
Case 1871,Resolve ticket,2012-05-10 13:52:34
Case 931,Assign seriousness,2012-02-28 11:33:55
Case 931,Take in charge ticket,2012-02-28 17:09:58
Case 931,Resolve ticket,2012-02-28 17:12:09
Case 2445,Insert ticket,2010-09-22 10:13:00
Case 2445,Assign seriousness,2010-09-22 10:13:17
Case 2445,Take in charge ticket,2010-09-22 10:13:28
Case 2445,Resolve ticket,2010-09-22 10:13:42
Case 978,Assign seriousness,2011-10-05 15:20:09
Case 978,Assign seriousness,2011-10-05 15:23:42
Case 978,Take in charge ticket,2011-10-05 15:24:50
Case 978,Resolve ticket,2011-10-06 08:10:06
Case 552,Assign seriousness,2012-06-04 10:55:16
Case 552,Take in charge ticket,2012-06-04 10:55:37
Case 552,Resolve ticket,2012-06-05 07:36:27
Case 2553,Assign seriousness,2011-06-27 10:29:42
Case 2553,Assign seriousness,2011-06-27 10:30:01
Case 2553,Take in charge ticket,2011-06-27 10:30:51
Case 2553,Wait,2011-06-27 10:32:44
Case 2553,Take in charge ticket,2011-06-27 13:24:24
Case 2553,Resolve ticket,2011-06-27 13:24:35
Case 1976,Assign seriousness,2010-11-25 17:14:50
Case 1976,Take in charge ticket,2010-11-26 11:11:17
Case 1976,Resolve ticket,2010-11-26 11:42:42
Case 371,Assign seriousness,2012-01-26 10:51:34
Case 371,Take in charge ticket,2012-01-26 10:51:43
Case 371,Resolve ticket,2012-01-26 11:56:27
Case 571,Assign seriousness,2011-05-10 10:41:18
Case 571,Take in charge ticket,2011-05-11 13:53:50
Case 571,Wait,2011-06-09 09:37:51
Case 571,Take in charge ticket,2011-06-21 09:41:50
Case 571,Resolve ticket,2011-06-21 09:45:58
Case 1484,Assign seriousness,2013-05-06 10:59:01
Case 1484,Take in charge ticket,2013-05-14 09:27:40
Case 1484,Wait,2013-05-22 10:35:21
Case 1484,Resolve ticket,2013-05-24 09:54:23
Case 1113,Assign seriousness,2013-10-15 15:19:24
Case 1113,Take in charge ticket,2013-10-16 13:05:01
Case 1113,Wait,2013-10-16 14:07:54
Case 1113,Resolve ticket,2013-11-19 08:23:59
Case 2880,Assign seriousness,2012-06-21 13:18:05
Case 2880,Take in charge ticket,2012-06-21 13:18:15
Case 2880,Resolve ticket,2012-06-25 14:08:36
Case 1975,Assign seriousness,2013-04-17 15:14:41
Case 1975,Take in charge ticket,2013-04-29 07:32:38
Case 1975,Resolve ticket,2013-05-06 14:19:02
Case 1979,Assign seriousness,2012-05-22 07:25:24
Case 1979,Take in charge ticket,2012-05-23 07:19:57
Case 1979,Wait,2012-05-24 09:29:03
Case 1979,Resolve ticket,2012-05-31 08:49:44
Case 2294,Assign seriousness,2011-06-29 12:30:31
Case 2294,Take in charge ticket,2011-07-04 15:01:57
Case 2294,Wait,2011-07-14 09:53:46
Case 2294,Resolve ticket,2011-07-21 07:06:02
Case 396,Assign seriousness,2010-09-23 09:34:03
Case 396,Assign seriousness,2010-09-23 10:18:15
Case 396,Take in charge ticket,2010-09-23 15:36:50
Case 396,Resolve ticket,2010-09-27 15:37:58
Case 2924,Assign seriousness,2011-05-18 14:50:17
Case 2924,Assign seriousness,2011-05-18 14:52:31
Case 2924,Take in charge ticket,2011-05-18 14:55:07
Case 2924,Resolve ticket,2011-05-19 07:24:35
Case 1444,Assign seriousness,2012-01-17 11:39:41
Case 1444,Take in charge ticket,2012-01-17 14:31:59
Case 1444,Resolve ticket,2012-01-17 14:49:02
Case 1812,Assign seriousness,2013-02-01 09:18:07
Case 1812,Take in charge ticket,2013-02-19 08:00:37
Case 1812,Resolve ticket,2013-02-19 09:04:50
Case 610,Assign seriousness,2010-09-03 08:49:02
Case 610,Take in charge ticket,2010-09-09 10:01:32
Case 610,Resolve ticket,2010-09-09 10:12:29
Case 2509,Assign seriousness,2011-11-03 13:13:40
Case 2509,Resolve ticket,2011-11-03 16:06:53
Case 1351,Insert ticket,2010-06-10 07:24:28
Case 1351,Assign seriousness,2010-06-10 11:14:25
Case 1351,Take in charge ticket,2010-06-17 12:41:37
Case 1351,Resolve ticket,2010-07-01 09:20:34
Case 2747,Assign seriousness,2011-12-13 11:43:53
Case 2747,Take in charge ticket,2011-12-13 16:11:24
Case 2747,Wait,2011-12-15 15:51:18
Case 2747,Resolve ticket,2011-12-23 10:07:13
Case 1045,Assign seriousness,2011-06-24 10:10:25
Case 1045,Take in charge ticket,2011-06-27 13:36:12
Case 1045,Resolve ticket,2011-06-27 13:37:30
Case 1966,Assign seriousness,2011-10-14 10:40:54
Case 1966,Take in charge ticket,2011-10-14 10:41:06
Case 1966,Resolve ticket,2011-10-17 12:45:04
Case 2371,Assign seriousness,2011-11-10 09:08:51
Case 2371,Take in charge ticket,2011-11-10 09:09:07
Case 2371,Resolve ticket,2011-11-10 10:28:34
Case 1106,Assign seriousness,2012-07-18 08:23:30
Case 1106,Take in charge ticket,2012-07-18 08:23:42
Case 1106,Resolve ticket,2012-07-18 12:24:11
Case 1197,Assign seriousness,2011-12-20 09:21:55
Case 1197,Assign seriousness,2011-12-20 09:44:46
Case 1197,Take in charge ticket,2011-12-21 10:09:33
Case 1197,Wait,2011-12-21 11:24:14
Case 1197,Resolve ticket,2011-12-22 15:48:16
Case 2739,Assign seriousness,2012-04-23 15:42:07
Case 2739,Take in charge ticket,2012-04-23 15:43:03
Case 2739,Wait,2012-04-24 12:13:36
Case 2739,Resolve ticket,2012-05-14 15:05:40
Case 1091,Take in charge ticket,2011-11-22 11:03:51
Case 1091,Wait,2011-11-23 10:43:12
Case 1091,Resolve ticket,2011-12-02 13:30:54
Case 1861,Assign seriousness,2011-03-15 13:47:49
Case 1861,Assign seriousness,2011-03-15 14:10:13
Case 1861,Take in charge ticket,2011-03-21 17:03:43
Case 1861,Resolve ticket,2011-03-28 09:48:34
Case 168,Assign seriousness,2012-01-09 10:01:47
Case 168,Take in charge ticket,2012-01-09 11:20:28
Case 168,Resolve ticket,2012-01-09 11:21:29
Case 2855,Assign seriousness,2011-01-05 11:26:05
Case 2855,Take in charge ticket,2011-01-05 15:00:59
Case 2855,Resolve ticket,2011-01-05 15:01:05
Case 641,Take in charge ticket,2012-05-21 07:22:45
Case 641,Resolve ticket,2012-05-31 12:47:04
Case 1630,Assign seriousness,2012-07-30 10:33:42
Case 1630,Take in charge ticket,2012-08-21 09:25:01
Case 1630,Resolve ticket,2012-08-21 15:57:01
Case 772,Assign seriousness,2012-03-23 14:44:14
Case 772,Take in charge ticket,2012-03-23 14:44:57
Case 772,Resolve ticket,2012-03-23 16:02:36
Case 1333,Assign seriousness,2010-06-01 07:53:51
Case 1333,Take in charge ticket,2010-06-04 09:16:54
Case 1333,Wait,2010-06-04 12:12:27
Case 1333,Take in charge ticket,2010-06-09 11:47:56
Case 1333,Resolve ticket,2010-06-09 11:48:04
Case 979,Assign seriousness,2013-09-24 07:31:20
Case 979,Take in charge ticket,2013-09-24 07:31:53
Case 979,Resolve ticket,2013-10-18 15:33:59
Case 543,Assign seriousness,2011-12-01 15:29:00
Case 543,Take in charge ticket,2011-12-01 15:50:17
Case 543,Resolve ticket,2011-12-05 08:10:24
Case 619,Assign seriousness,2011-03-31 15:49:16
Case 619,Take in charge ticket,2011-03-31 15:50:04
Case 619,Resolve ticket,2011-04-22 07:57:10
Case 1254,Assign seriousness,2013-04-17 14:01:25
Case 1254,Assign seriousness,2013-04-17 14:14:55
Case 1254,Wait,2013-04-26 10:59:44
Case 1254,Wait,2013-05-03 07:26:24
Case 1254,Resolve ticket,2013-05-07 15:35:43
Case 1228,Assign seriousness,2011-03-08 13:29:52
Case 1228,Take in charge ticket,2011-03-08 14:36:37
Case 1228,Resolve ticket,2011-03-08 14:37:31
Case 568,Assign seriousness,2011-08-23 07:55:39
Case 568,Take in charge ticket,2011-08-23 07:55:46
Case 568,Resolve ticket,2011-08-24 15:44:28
Case 695,Assign seriousness,2012-03-30 12:16:06
Case 695,Take in charge ticket,2012-04-17 12:22:14
Case 695,Wait,2012-04-17 14:41:56
Case 695,Take in charge ticket,2012-04-18 12:47:40
Case 695,Resolve ticket,2012-04-20 10:11:40
Case 2649,Assign seriousness,2010-05-26 08:16:03
Case 2649,Assign seriousness,2010-05-26 08:16:42
Case 2649,Assign seriousness,2010-05-26 08:16:42
Case 2649,Take in charge ticket,2010-05-26 09:42:11
Case 2649,Resolve ticket,2010-05-26 10:20:55
Case 1845,Assign seriousness,2011-05-04 15:43:46
Case 1845,Take in charge ticket,2011-05-04 15:44:03
Case 1845,Take in charge ticket,2011-05-04 15:44:35
Case 1845,Take in charge ticket,2011-05-05 12:18:34
Case 1845,Resolve ticket,2011-05-05 12:34:13
Case 1110,Assign seriousness,2013-07-10 09:39:15
Case 1110,Take in charge ticket,2013-07-10 09:41:19
Case 1110,Wait,2013-07-10 09:41:34
Case 1110,Resolve ticket,2013-07-26 08:17:04
Case 2141,Assign seriousness,2013-02-13 14:43:55
Case 2141,Take in charge ticket,2013-02-25 11:37:34
Case 2141,Resolve ticket,2013-03-14 16:24:43
Case 1264,Assign seriousness,2011-05-04 07:39:58
Case 1264,Take in charge ticket,2011-05-04 10:26:23
Case 1264,Wait,2011-05-04 15:00:40
Case 1264,Take in charge ticket,2011-05-19 07:32:11
Case 1264,Resolve ticket,2011-05-19 07:34:41
Case 2877,Assign seriousness,2010-12-14 11:24:26
Case 2877,Take in charge ticket,2010-12-16 11:38:47
Case 2877,Wait,2010-12-17 07:58:04
Case 2877,Take in charge ticket,2010-12-30 08:56:35
Case 2877,Resolve ticket,2010-12-30 08:56:40
Case 126,Assign seriousness,2012-07-25 15:34:31
Case 126,Assign seriousness,2012-08-27 13:28:50
Case 126,Resolve ticket,2012-08-27 14:18:05
Case 813,Assign seriousness,2012-02-22 14:33:06
Case 813,Take in charge ticket,2012-02-22 14:33:15
Case 813,Resolve ticket,2012-02-24 14:42:24
Case 2834,Assign seriousness,2013-01-30 13:28:02
Case 2834,Take in charge ticket,2013-02-05 14:05:34
Case 2834,Wait,2013-02-07 08:43:18
Case 2834,Resolve ticket,2013-02-22 11:08:48
Case 2189,Assign seriousness,2011-05-04 10:42:52
Case 2189,Take in charge ticket,2011-05-04 10:43:16
Case 2189,Resolve ticket,2011-05-04 13:25:42
Case 1185,Assign seriousness,2012-08-10 06:49:50
Case 1185,Take in charge ticket,2012-08-10 07:33:45
Case 1185,Resolve ticket,2012-08-10 07:42:42
Case 2008,Assign seriousness,2011-11-03 10:27:56
Case 2008,Take in charge ticket,2011-11-04 10:57:29
Case 2008,Resolve ticket,2011-11-04 10:58:05
Case 908,Assign seriousness,2011-04-13 07:25:37
Case 908,Take in charge ticket,2011-04-13 07:26:34
Case 908,Resolve ticket,2011-04-20 07:56:07
Case 131,Assign seriousness,2013-08-12 07:13:49
Case 131,Take in charge ticket,2013-08-12 07:14:44
Case 131,Resolve ticket,2013-09-09 08:36:00
Case 722,Assign seriousness,2012-04-30 10:02:19
Case 722,Take in charge ticket,2012-04-30 10:05:16
Case 722,Resolve ticket,2012-04-30 12:03:28
Case 2803,Assign seriousness,2012-04-20 10:13:57
Case 2803,Take in charge ticket,2012-04-23 07:44:58
Case 2803,Resolve ticket,2012-04-24 13:15:46
Case 2759,Assign seriousness,2011-11-11 14:57:19
Case 2759,Take in charge ticket,2011-11-23 08:30:08
Case 2759,Resolve ticket,2011-11-23 08:30:16
Case 3003,Assign seriousness,2011-06-10 10:22:58
Case 3003,Take in charge ticket,2011-06-10 10:24:53
Case 3003,Resolve ticket,2011-06-10 10:25:31
Case 697,Assign seriousness,2011-07-15 10:12:16
Case 697,Take in charge ticket,2011-07-15 10:13:23
Case 697,Resolve ticket,2011-07-15 12:18:21
Case 410,Assign seriousness,2010-11-15 16:40:29
Case 410,Take in charge ticket,2010-11-23 14:07:33
Case 410,Resolve ticket,2010-11-23 14:08:12
Case 294,Assign seriousness,2010-05-14 12:55:15
Case 294,Take in charge ticket,2010-05-14 13:02:16
Case 294,Resolve ticket,2010-05-14 13:24:16
Case 52,Assign seriousness,2012-07-26 15:18:26
Case 52,Take in charge ticket,2012-07-26 15:18:35
Case 52,Resolve ticket,2012-07-27 10:46:28
Case 1083,Assign seriousness,2012-02-28 16:02:22
Case 1083,Assign seriousness,2012-02-28 16:02:42
Case 1083,Take in charge ticket,2012-02-28 16:55:56
Case 1083,Resolve ticket,2012-02-28 16:56:41
Case 957,Assign seriousness,2011-07-06 15:06:20
Case 957,Take in charge ticket,2011-07-06 15:06:38
Case 957,Resolve ticket,2011-07-06 15:06:53
Case 847,Assign seriousness,2011-08-01 10:24:31
Case 847,Take in charge ticket,2011-08-03 09:14:36
Case 847,Resolve ticket,2011-08-03 15:44:29
Case 1341,Assign seriousness,2011-07-13 08:16:30
Case 1341,Take in charge ticket,2011-07-13 14:01:30
Case 1341,Resolve ticket,2011-07-13 14:02:33
Case 1235,Assign seriousness,2013-11-22 08:17:09
Case 1235,Take in charge ticket,2013-11-27 13:53:27
Case 1235,Wait,2013-11-29 13:55:35
Case 1235,Wait,2013-12-04 11:53:09
Case 1235,Resolve ticket,2013-12-10 08:08:28
Case 6,Assign seriousness,2011-10-25 15:13:58
Case 6,Take in charge ticket,2011-10-25 15:58:55
Case 6,Resolve ticket,2011-10-26 09:54:46
Case 1769,Assign seriousness,2012-01-25 10:23:13
Case 1769,Take in charge ticket,2012-01-25 10:58:06
Case 1769,Resolve ticket,2012-01-25 14:19:23
Case 2559,Assign seriousness,2010-02-19 10:40:25
Case 2559,Assign seriousness,2010-02-19 10:40:36
Case 2559,Take in charge ticket,2010-02-23 13:33:27
Case 2559,Resolve ticket,2010-02-23 13:33:32
Case 1181,Assign seriousness,2012-02-13 09:15:33
Case 1181,Take in charge ticket,2012-02-13 09:19:18
Case 1181,Resolve ticket,2012-02-13 11:42:19
Case 915,Assign seriousness,2011-01-04 10:00:58
Case 915,Take in charge ticket,2011-01-10 10:36:33
Case 915,Resolve ticket,2011-01-11 08:45:19
Case 750,Assign seriousness,2011-01-04 08:53:30
Case 750,Assign seriousness,2011-01-11 15:13:25
Case 750,Take in charge ticket,2011-01-21 14:23:17
Case 750,Resolve ticket,2011-01-21 14:23:23
Case 1902,Assign seriousness,2012-05-28 15:41:34
Case 1902,Take in charge ticket,2012-05-29 07:45:33
Case 1902,Resolve ticket,2012-05-30 09:18:32
Case 2603,Assign seriousness,2012-09-20 10:32:58
Case 2603,Take in charge ticket,2012-10-02 09:25:49
Case 2603,Resolve ticket,2012-10-08 08:52:13
Case 2612,Assign seriousness,2012-04-12 07:51:53
Case 2612,Take in charge ticket,2012-04-13 13:22:17
Case 2612,Wait,2012-04-16 08:16:01
Case 2612,Resolve ticket,2012-04-24 12:36:37
Case 2435,Assign seriousness,2011-01-12 13:30:57
Case 2435,Take in charge ticket,2011-01-12 13:53:15
Case 2435,Wait,2011-01-12 13:53:42
Case 2435,Take in charge ticket,2011-01-21 08:28:56
Case 2435,Resolve ticket,2011-01-21 08:29:04
Case 1262,Assign seriousness,2012-07-09 07:08:38
Case 1262,Take in charge ticket,2012-07-09 07:08:52
Case 1262,Resolve ticket,2012-07-16 07:41:30
Case 635,Assign seriousness,2011-06-29 10:00:04
Case 635,Assign seriousness,2011-06-29 10:07:21
Case 635,Take in charge ticket,2011-06-29 11:13:16
Case 635,Resolve ticket,2011-06-29 11:13:58
Case 56,Assign seriousness,2012-01-30 11:32:58
Case 56,Resolve ticket,2012-01-30 11:33:23
Case 933,Assign seriousness,2011-01-12 14:31:23
Case 933,Assign seriousness,2011-01-28 17:42:22
Case 933,Take in charge ticket,2011-01-28 17:42:28
Case 933,Resolve ticket,2011-01-31 08:41:02
Case 2197,Assign seriousness,2012-11-09 16:39:34
Case 2197,Take in charge ticket,2012-11-09 16:39:56
Case 2197,Wait,2012-12-11 09:26:16
Case 2197,Resolve ticket,2012-12-12 09:57:46
Case 2022,Assign seriousness,2013-05-24 12:29:02
Case 2022,Assign seriousness,2013-05-24 12:30:54
Case 2022,Assign seriousness,2013-05-24 12:47:27
Case 2022,Wait,2013-05-24 12:50:05
Case 2022,Resolve ticket,2013-07-04 10:11:17
Case 911,Assign seriousness,2013-10-09 12:17:32
Case 911,Take in charge ticket,2013-10-10 07:59:00
Case 911,Take in charge ticket,2013-10-14 07:10:36
Case 911,Resolve ticket,2013-10-25 07:10:56
Case 1222,Assign seriousness,2011-09-27 12:49:52
Case 1222,Take in charge ticket,2011-09-30 13:46:52
Case 1222,Resolve ticket,2011-10-06 07:34:32
Case 1282,Insert ticket,2010-07-01 12:14:34
Case 1282,Assign seriousness,2010-07-01 12:32:08
Case 1282,Assign seriousness,2010-07-02 08:53:50
Case 1282,Take in charge ticket,2010-07-02 12:24:18
Case 1282,Wait,2010-07-02 12:24:33
Case 1282,Take in charge ticket,2010-07-29 08:22:16
Case 1282,Resolve ticket,2010-07-29 08:22:33
Case 2111,Assign seriousness,2011-10-12 14:21:19
Case 2111,Take in charge ticket,2011-10-18 07:29:17
Case 2111,Take in charge ticket,2011-10-18 13:20:53
Case 2111,Resolve ticket,2011-10-18 14:44:38
Case 1061,Assign seriousness,2011-06-21 08:55:05
Case 1061,Assign seriousness,2011-06-21 08:55:21
Case 1061,Take in charge ticket,2011-06-27 09:24:28
Case 1061,Wait,2011-07-20 13:14:44
Case 1061,Resolve ticket,2011-07-28 09:26:55
Case 445,Assign seriousness,2011-05-16 09:25:43
Case 445,Take in charge ticket,2011-05-16 09:26:52
Case 445,Resolve ticket,2011-05-16 13:04:16
Case 2620,Assign seriousness,2013-05-06 10:52:17
Case 2620,Take in charge ticket,2013-05-09 07:37:49
Case 2620,Require upgrade,2013-05-10 08:00:54
Case 2620,Resolve ticket,2013-05-30 15:06:55
Case 22,Assign seriousness,2012-07-23 07:49:04
Case 22,Take in charge ticket,2012-07-23 07:49:14
Case 22,Wait,2012-07-23 08:51:59
Case 22,Resolve ticket,2012-08-27 10:05:23
Case 753,Assign seriousness,2011-11-23 11:31:14
Case 753,Take in charge ticket,2011-11-23 11:32:01
Case 753,Resolve ticket,2011-11-23 13:13:50
Case 40,Assign seriousness,2012-08-09 12:13:03
Case 40,Take in charge ticket,2012-08-09 12:13:29
Case 40,Resolve ticket,2012-08-09 12:46:00
Case 2900,Assign seriousness,2011-05-02 14:51:39
Case 2900,Take in charge ticket,2011-05-02 14:52:07
Case 2900,Resolve ticket,2011-05-03 10:35:10
Case 583,Assign seriousness,2012-06-05 15:26:52
Case 583,Take in charge ticket,2012-06-06 07:01:41
Case 583,Resolve ticket,2012-06-07 14:54:06
Case 1005,Assign seriousness,2010-12-22 08:35:14
Case 1005,Take in charge ticket,2010-12-22 08:49:10
Case 1005,Resolve ticket,2011-01-13 14:26:36
Case 2042,Assign seriousness,2010-09-14 08:33:10
Case 2042,Take in charge ticket,2010-09-14 09:10:17
Case 2042,Resolve ticket,2010-09-14 09:10:33
Case 2094,Assign seriousness,2011-02-21 08:38:13
Case 2094,Take in charge ticket,2011-02-21 08:48:31
Case 2094,Resolve ticket,2011-02-21 09:46:36
Case 596,Assign seriousness,2012-01-13 16:31:55
Case 596,Take in charge ticket,2012-01-16 08:37:03
Case 596,Resolve ticket,2012-01-16 15:39:17
Case 1891,Assign seriousness,2010-12-20 10:06:34
Case 1891,Take in charge ticket,2010-12-20 10:12:10
Case 1891,Resolve ticket,2010-12-20 11:49:25
Case 3002,Assign seriousness,2012-08-02 12:32:34
Case 3002,Take in charge ticket,2012-08-02 12:43:37
Case 3002,Resolve ticket,2012-08-02 13:27:10
Case 269,Take in charge ticket,2011-12-12 08:40:49
Case 269,Resolve ticket,2012-01-03 09:15:12
Case 858,Assign seriousness,2010-05-26 07:25:32
Case 858,Take in charge ticket,2010-05-26 07:25:49
Case 858,Resolve ticket,2010-05-26 08:36:58
Case 1561,Assign seriousness,2010-04-22 07:25:04
Case 1561,Take in charge ticket,2010-04-22 07:38:05
Case 1561,Resolve ticket,2010-05-03 07:08:01
Case 169,Assign seriousness,2013-01-28 17:05:44
Case 169,Resolve ticket,2013-02-13 09:43:10
Case 1870,Assign seriousness,2012-02-08 15:06:37
Case 1870,Take in charge ticket,2012-02-08 16:18:27
Case 1870,Resolve ticket,2012-02-08 17:00:48
